name,point,polyP1,polyP2,polyP3,polyP4,yaw,ancho
668,"-69.4994450233,-22.3334343969","-69.4994551514,-22.3334152918","-69.4994551853,-22.3334248286","-69.4994348952,-22.333453502","-69.4994348613,-22.3334439652",180.1883883952434,0.0038106056992549377
669,"-69.499445159125,-22.333472544274997","-69.4994552872,-22.3334534392","-69.4994553211,-22.333462976","-69.4994350311,-22.3334916494","-69.4994349971,-22.3334821125",180.1886652360418,0.003810597918624612
670,"-69.49944529495,-22.333510691675","-69.499455423,-22.3334915866","-69.499455457,-22.3335011234","-69.4994351669,-22.3335297968","-69.4994351329,-22.3335202599",180.1889429966956,0.003810600421945352
671,"-69.49944543075,-22.33354883905","-69.4994555588,-22.3335297339","-69.4994555928,-22.3335392708","-69.4994353027,-22.3335679442","-69.4994352687,-22.3335584073",180.1889420604158,0.0038106047616606247
672,"-69.4994455666,-22.33358698645","-69.4994556947,-22.3335678813","-69.4994557286,-22.3335774182","-69.4994354385,-22.3336060916","-69.4994354046,-22.3335965547",180.18838621369673,0.0038106044488148577
673,"-69.49944570245,-22.333625133825002","-69.4994558305,-22.3336060287","-69.4994558645,-22.3336155656","-69.4994355744,-22.3336442389","-69.4994355404,-22.3336347021",180.18894294767426,0.0038105994846776518
674,"-69.49944583825001,-22.3336632812","-69.4994559663,-22.3336441761","-69.4994560003,-22.3336537129","-69.4994357102,-22.3336823863","-69.4994356762,-22.3336728495",180.1889438866116,0.0038106038239925826
675,"-69.4994459741,-22.333701428599998","-69.4994561022,-22.3336823235","-69.4994561361,-22.3336918603","-69.499435846,-22.3337205337","-69.4994358121,-22.3337109969",180.18838803448847,0.0038106035108149416
676,"-69.4993622534,-22.332881508725002","-69.4993723814,-22.3328624036","-69.4993724154,-22.3328719405","-69.4993521254,-22.3329006138","-69.4993520914,-22.332891077",180.18894391981257,0.003810599945440734
677,"-69.499362389225,-22.332919656125","-69.4993725173,-22.332900551","-69.4993725512,-22.3329100879","-69.4993522612,-22.3329387612","-69.4993522272,-22.3329292244",180.1886659515345,0.003810602448955589
678,"-69.499362525025,-22.332957803499998","-69.4993726531,-22.3329386984","-69.499372687,-22.3329482352","-69.499352397,-22.3329769086","-69.499352363,-22.3329673718",180.18866695827683,0.003810606788514889
679,"-69.499362660825,-22.332995950900003","-69.4993727889,-22.3329768458","-69.4993728228,-22.3329863826","-69.4993525328,-22.333015056","-69.4993524988,-22.3330055192",180.18866694196132,0.0038106064759123293
680,"-69.49936279662501,-22.333034098299997","-69.4993729247,-22.3330149932","-69.4993729586,-22.33302453","-69.4993526686,-22.3330532034","-69.4993526346,-22.3330436666",180.18866681972278,0.0038106061633093203
681,"-69.499362932425,-22.333072245674998","-69.4993730605,-22.3330531406","-69.4993730944,-22.3330626774","-69.4993528044,-22.3330913508","-69.4993527704,-22.3330818139",180.18866581284937,0.0038106011989505516
682,"-69.49936306822501,-22.333110393075","-69.4993731963,-22.333091288","-69.4993732302,-22.3331008248","-69.4993529402,-22.3331294982","-69.4993529062,-22.3331199613",180.1886657612476,0.0038106008865115334
683,"-69.499363204025,-22.333148540475","-69.4993733321,-22.3331294354","-69.499373366,-22.3331389722","-69.499353076,-22.3331676456","-69.499353042,-22.3331581087",180.1886656743587,0.0038106005737415394
684,"-69.499363339825,-22.33318668785","-69.4993734679,-22.3331675827","-69.4993735018,-22.3331771196","-69.4993532118,-22.333205793","-69.4993531778,-22.3331962561",180.18866459966964,0.003810604912658256
685,"-69.499363475625,-22.333224835225003","-69.4993736037,-22.3332057301","-69.4993736376,-22.333215267","-69.4993533476,-22.3332439403","-69.4993533136,-22.3332344035",180.18866564476636,0.003810599948123933
686,"-69.49936361145001,-22.333262982625","-69.4993737395,-22.3332438775","-69.4993737735,-22.3332534144","-69.4993534834,-22.3332820877","-69.4993534494,-22.3332725509",180.18894336758785,0.0038106024518631985
687,"-69.49936374724999,-22.333301130025","-69.4993738753,-22.3332820249","-69.4993739093,-22.3332915618","-69.4993536192,-22.3333202351","-69.4993535852,-22.3333106983",180.18894331590928,0.003810602139820882
688,"-69.49936388305,-22.3333392774","-69.4993740111,-22.3333201723","-69.4993740451,-22.3333297091","-69.499353755,-22.3333583825","-69.499353721,-22.3333488457",180.18894425484928,0.003810606478736123
689,"-69.49936401885,-22.3333774248","-69.4993741469,-22.3333583197","-69.4993741809,-22.3333678565","-69.4993538908,-22.3333965299","-69.4993538568,-22.3333869931",180.18894427386948,0.003810606166362761
690,"-69.49936415465001,-22.333415572175","-69.4993742827,-22.3333964671","-69.4993743167,-22.3334060039","-69.4993540266,-22.3334346773","-69.4993539926,-22.3334251404",180.18894312549264,0.00381060120176025
691,"-69.49936429045,-22.333453719575","-69.4993744185,-22.3334346145","-69.4993744525,-22.3334441513","-69.4993541624,-22.3334728247","-69.4993541284,-22.3334632878",180.18894310916332,0.003810600889385612
692,"-69.49936442625,-22.33349186695","-69.4993745543,-22.3334727618","-69.4993745883,-22.3334822987","-69.4993542982,-22.3335109721","-69.4993542642,-22.3335014352",180.18894213756522,0.0038106052285354743
693,"-69.499364562075,-22.333530014349996","-69.4993746902,-22.3335109092","-69.4993747241,-22.3335204461","-69.499354434,-22.3335491195","-69.4993544,-22.3335395826",180.18866417059684,0.003810607732029709
694,"-69.499364697875,-22.333568161725","-69.499374826,-22.3335490566","-69.4993748599,-22.3335585935","-69.4993545698,-22.3335872668","-69.4993545358,-22.33357773",180.18866514489704,0.003810602767492189
695,"-69.499364833675,-22.333606309125003","-69.4993749618,-22.333587204","-69.4993749957,-22.3335967409","-69.4993547056,-22.3336254142","-69.4993546716,-22.3336158774",180.18866505803908,0.0038106024550447455
696,"-69.4993649695,-22.3336444565","-69.4993750976,-22.3336253514","-69.4993751315,-22.3336348882","-69.4993548414,-22.3336635616","-69.4993548075,-22.3336540248",180.18838818214272,0.003810603978022993
697,"-69.4993651053,-22.3336826039","-69.4993752334,-22.3336634988","-69.4993752673,-22.3336730356","-69.4993549772,-22.333701709","-69.4993549433,-22.3336921722",180.188388059916,0.003810603665080547
698,"-69.49932331315,-22.333291717625002","-69.4993753692,-22.3337016462","-69.4993754032,-22.333711183","-69.4992712571,-22.3328817891","-69.4992712231,-22.3328722522",180.18894343476404,0.09284440552353745
699,"-69.49928152087499,-22.332900831375","-69.4992916489,-22.3328817263","-69.4992916829,-22.3328912631","-69.4992713928,-22.3329199365","-69.4992713589,-22.3329103996",180.1886660123113,0.003810602603381662
700,"-69.499281656675,-22.33293897875","-69.4992917847,-22.3329198736","-69.4992918187,-22.3329294105","-69.4992715286,-22.3329580839","-69.4992714947,-22.332948547",180.18866497021403,0.003810606942775632
701,"-69.499281792425,-22.332977126125","-69.4992919205,-22.332958021","-69.4992919544,-22.3329675579","-69.4992716644,-22.3329962312","-69.4992716304,-22.3329866944",180.1886658737007,0.003810601977846774
702,"-69.499281928225,-22.333015273525","-69.4992920563,-22.3329961684","-69.4992920902,-22.3330057053","-69.4992718002,-22.3330343786","-69.4992717662,-22.3330248418",180.18866589279816,0.0038106016658091156
703,"-69.499282064,-22.333053420925","-69.4992921921,-22.3330343158","-69.499292226,-22.3330438527","-69.4992719359,-22.333072526","-69.499271902,-22.3330629892",180.18838795744927,0.0038106041691577854
704,"-69.49928219977501,-22.333091568325003","-69.4992923278,-22.3330724632","-69.4992923618,-22.3330820001","-69.4992720717,-22.3331106734","-69.4992720378,-22.3331011366",180.18866578676892,0.003810601040607985
705,"-69.49928233557499,-22.3331297157","-69.4992924636,-22.3331106106","-69.4992924976,-22.3331201474","-69.4992722075,-22.3331488208","-69.4992721736,-22.333139284",180.18866665511905,0.0038106053796901625
706,"-69.49928247135,-22.3331678631","-69.4992925994,-22.333148758","-69.4992926334,-22.3331582948","-69.4992723433,-22.3331869682","-69.4992723093,-22.3331774314",180.1889445577342,0.0038106078832623727
707,"-69.499282607125,-22.333206010475003","-69.4992927352,-22.3331869054","-69.4992927691,-22.3331964422","-69.4992724791,-22.3332251156","-69.4992724451,-22.3332155787",180.18866559661848,0.003810600102393708
708,"-69.4992827429,-22.333244157875","-69.499292871,-22.3332250528","-69.4992929049,-22.3332345896","-69.4992726148,-22.333263263","-69.4992725809,-22.3332537261",180.18838777051735,0.0038106026062922293
709,"-69.4992828787,-22.333282305275002","-69.4992930068,-22.3332632002","-69.4992930407,-22.333272737","-69.4992727506,-22.3333014104","-69.4992727167,-22.3332918735",180.1883876129109,0.003810602293519357
710,"-69.49928301445,-22.33332045265","-69.4992931425,-22.3333013475","-69.4992931765,-22.3333108844","-69.4992728864,-22.3333395578","-69.4992728524,-22.3333300209",180.18894229917757,0.0038106066332350215
711,"-69.49928315025,-22.333358600024997","-69.4992932783,-22.3333394949","-69.4992933123,-22.3333490318","-69.4992730222,-22.3333777051","-69.4992729882,-22.3333681683",180.18894323805443,0.003810601668468385
712,"-69.49928328605,-22.333396747425","-69.4992934141,-22.3333776423","-69.4992934481,-22.3333871792","-69.499273158,-22.3334158525","-69.499273124,-22.3334063157",180.18894325707413,0.0038106013562596826
713,"-69.49928342182501,-22.333434894824997","-69.4992935499,-22.3334157897","-69.4992935839,-22.3334253266","-69.4992732937,-22.3334539999","-69.4992732598,-22.3334444631",180.18866525161587,0.00381060385992973
714,"-69.4992835576,-22.333473042199998","-69.4992936857,-22.3334539371","-69.4992937196,-22.3334634739","-69.4992734295,-22.3334921473","-69.4992733956,-22.3334826105",180.18838837836182,0.0038106053828002783
715,"-69.4992836934,-22.333511189600003","-69.4992938215,-22.3334920845","-69.4992938554,-22.3335016213","-69.4992735653,-22.3335302947","-69.4992735314,-22.3335207579",180.1883883268345,0.0038106050701903734
716,"-69.499283829175,-22.333549336974997","-69.4992939573,-22.3335302319","-69.4992939912,-22.3335397687","-69.4992737011,-22.3335684421","-69.4992736671,-22.3335589052",180.18866516754318,0.003810602922330748
717,"-69.499283964975,-22.333587484375002","-69.4992940931,-22.3335683793","-69.499294127,-22.3335779161","-69.4992738369,-22.3336065895","-69.4992738029,-22.3335970526",180.1886650804645,0.0038106026091527506
718,"-69.499284100725,-22.333625631775","-69.4992942288,-22.3336065267","-69.4992942628,-22.3336160635","-69.4992739726,-22.3336447369","-69.4992739387,-22.3336352",180.18866506733892,0.0038106022970981193
719,"-69.499284236525,-22.33366377915","-69.4992943646,-22.333644674","-69.4992943986,-22.3336542109","-69.4992741084,-22.3336828843","-69.4992740745,-22.3336733474",180.18866398970692,0.0038106066364116437
720,"-69.499284372325,-22.333701926525","-69.4992945004,-22.3336828214","-69.4992945344,-22.3336923583","-69.4992742442,-22.3337210316","-69.4992742103,-22.3337114948",180.18866492577442,0.0038106016714778536
721,"-69.499200652575,-22.332882006575","-69.4992107806,-22.3328629015","-69.4992108146,-22.3328724383","-69.4991905245,-22.3329011117","-69.4991904906,-22.3328915748",180.18866607318813,0.0038106027578779797
722,"-69.499200788325,-22.332920153974996","-69.4992109164,-22.3329010489","-69.4992109503,-22.3329105857","-69.4991906603,-22.3329392591","-69.4991906263,-22.3329297222",180.18866598323478,0.0038106024450481513
723,"-69.4992009241,-22.332958301325","-69.4992110522,-22.3329391962","-69.4992110861,-22.3329487331","-69.499190796,-22.3329774064","-69.4991907621,-22.3329678696",180.1883880859594,0.0038106049491951274
724,"-69.49920105985001,-22.332996448724998","-69.4992111879,-22.3329773436","-69.4992112219,-22.3329868805","-69.4991909318,-22.3330155538","-69.4991908978,-22.333006017",180.1889436933746,0.003810604636190624
725,"-69.4992011956,-22.333034596125003","-69.4992113237,-22.333015491","-69.4992113576,-22.3330250279","-69.4991910675,-22.3330537012","-69.4991910336,-22.3330441644",180.18838801819436,0.0038106043235859198
726,"-69.499201331375,-22.333072743524998","-69.4992114594,-22.3330536384","-69.4992114934,-22.3330631753","-69.4991912033,-22.3330918486","-69.4991911694,-22.3330823118",180.18866574156576,0.0038106011943049188
727,"-69.4992014671,-22.333110890925","-69.4992115952,-22.3330917858","-69.4992116291,-22.3331013227","-69.499191339,-22.333129996","-69.4991913051,-22.3331204592",180.18838791523635,0.0038106036983751694
728,"-69.4992016029,-22.3331490383","-69.499211731,-22.3331299332","-69.4992117649,-22.33313947","-69.4991914748,-22.3331681434","-69.4991914409,-22.3331586066",180.18838878068595,0.00381060803769098
729,"-69.49920173864999,-22.333187185674998","-69.4992118667,-22.3331680806","-69.4992119007,-22.3331776174","-69.4991916106,-22.3332062908","-69.4991915766,-22.3331967539",180.18894354100127,0.003810603073563381
730,"-69.4992018744,-22.333225333075","-69.4992120025,-22.333206228","-69.4992120364,-22.3332157648","-69.4991917463,-22.3332444382","-69.4991917124,-22.3332349013",180.1883876899587,0.0038106027605561994
731,"-69.49920201015,-22.333263480474997","-69.4992121382,-22.3332443754","-69.4992121722,-22.3332539122","-69.4991918821,-22.3332825856","-69.4991918481,-22.3332730487",180.18894343764435,0.003810602447948814
732,"-69.4992021459,-22.333301627875002","-69.499212274,-22.3332825228","-69.4992123079,-22.3332920596","-69.4991920178,-22.333320733","-69.4991919839,-22.3333111961",180.18838758684285,0.003810602135175715
733,"-69.499202281675,-22.333339775225","-69.4992124098,-22.3333206701","-69.4992124437,-22.333330207","-69.4991921536,-22.3333588803","-69.4991921196,-22.3333493435",180.1886654539671,0.0038106046392441507
734,"-69.499202417425,-22.333377922624997","-69.4992125455,-22.3333588175","-69.4992125795,-22.3333683544","-69.4991922893,-22.3333970277","-69.4991922554,-22.3333874909",180.1886653287463,0.0038106043266406646
735,"-69.4992025532,-22.333416070025","-69.4992126813,-22.3333969649","-69.4992127152,-22.3334065018","-69.4991924251,-22.3334351751","-69.4991923912,-22.3334256383",180.1883875029927,0.0038106011975151187
736,"-69.499202688975,-22.333454217425","-69.4992128171,-22.3334351123","-69.499212851,-22.3334446492","-69.4991925609,-22.3334733225","-69.4991925269,-22.3334637857",180.18866529906418,0.0038106037015779703
737,"-69.499202824725,-22.333492364825","-69.4992129528,-22.3334732597","-69.4992129868,-22.3334827966","-69.4991926966,-22.3335114699","-69.4991926627,-22.3335019331",180.18866531533524,0.003810603388807877
738,"-69.499202960475,-22.333530512175","-69.4992130886,-22.3335114071","-69.4992131225,-22.3335209439","-69.4991928324,-22.3335496173","-69.4991927984,-22.3335400804",180.18866515756406,0.0038106030760316207
739,"-69.49920309625,-22.333568659575","-69.4992132244,-22.3335495545","-69.4992132583,-22.3335590913","-69.4991929681,-22.3335877647","-69.4991929342,-22.3335782278",180.1883872968848,0.0038106055800875656
740,"-69.499203232025,-22.333606806975","-69.4992133601,-22.3335877019","-69.4992133941,-22.3335972387","-69.4991931039,-22.3336259121","-69.49919307,-22.3336163752",180.18866502207328,0.0038106024507994314
741,"-69.499203367775,-22.333644954375","-69.4992134959,-22.3336258493","-69.4992135298,-22.3336353861","-69.4991932397,-22.3336640595","-69.4991932057,-22.3336545226",180.1886650381668,0.0038106021383587383
742,"-69.49920350355,-22.333683101725","-69.4992136317,-22.3336639966","-69.4992136656,-22.3336735335","-69.4991933754,-22.3337022068","-69.4991933415,-22.33369267",180.18838707154117,0.003810604642409729
743,"-69.4994460538,-22.333723803075","-69.4992137674,-22.333702144","-69.4992138014,-22.3337116809","-69.4996783402,-22.3337454621","-69.4996783062,-22.3337359253",180.1889428140355,0.04792699671121496
744,"-69.499688604125,-22.333764504399998","-69.4996987322,-22.3337453993","-69.4996987661,-22.3337549361","-69.4996784761,-22.3337836095","-69.4996784421,-22.3337740727",180.18866583168113,0.003810600177430881
745,"-69.49968874002501,-22.333802651775","-69.4996988681,-22.3337835466","-69.499698902,-22.3337930835","-69.499678612,-22.3338217569","-69.499678578,-22.3338122201",180.1886647923753,0.003810604517152276
746,"-69.4996888759,-22.33384079915","-69.499699004,-22.333821694","-69.4996990379,-22.3338312309","-69.4996787478,-22.3338599043","-69.4996787139,-22.3338503674",180.1883859770346,0.003810602368690713
747,"-69.4996890118,-22.33387894655","-69.4996991399,-22.3338598414","-69.4996991738,-22.3338693783","-69.4996788837,-22.3338980517","-69.4996788498,-22.3338885148",180.1883858193969,0.003810602056241768
748,"-69.4996891477,-22.333917093925","-69.4996992758,-22.3338979888","-69.4996993097,-22.3339075256","-69.4996790196,-22.3339361991","-69.4996789857,-22.3339266622",180.18838679088807,0.003810606395631219
749,"-69.49968928359999,-22.3339552413","-69.4996994117,-22.3339361362","-69.4996994456,-22.333945673","-69.4996791555,-22.3339743464","-69.4996791216,-22.3339648096",180.18838772699752,0.003810601431577919
750,"-69.4996894195,-22.333993388699998","-69.4996995476,-22.3339742836","-69.4996995815,-22.3339838204","-69.4996792914,-22.3340124938","-69.4996792575,-22.334002957",180.18838764018255,0.003810601118231593
751,"-69.499689555375,-22.334031536075003","-69.4996996835,-22.3340124309","-69.4996997174,-22.3340219678","-69.4996794273,-22.3340506412","-69.4996793933,-22.3340411044",180.18866448278308,0.003810608274597062
752,"-69.499689691275,-22.33406968345","-69.4996998194,-22.3340505783","-69.4996998533,-22.3340601152","-69.4996795632,-22.3340887886","-69.4996795292,-22.3340792517",180.18866347597805,0.0038106033098858723
753,"-69.499689827175,-22.334107830849998","-69.4996999553,-22.3340887257","-69.4996999892,-22.3340982626","-69.4996796991,-22.334126936","-69.4996796651,-22.3341173991",180.18866335361298,0.0038106029968674295
754,"-69.499689963075,-22.334145978225","-69.4997000912,-22.3341268731","-69.4997001251,-22.3341364099","-69.499679835,-22.3341650834","-69.499679801,-22.3341555465",180.18866432508884,0.0038106073364204463
755,"-69.49969009897501,-22.3341841256","-69.4997002271,-22.3341650205","-69.499700261,-22.3341745573","-69.4996799709,-22.3342032307","-69.4996799369,-22.3341936939",180.18866529944577,0.0038106023721956005
756,"-69.499690234875,-22.334222272999998","-69.499700363,-22.3342031679","-69.4997003969,-22.3342127047","-69.4996801068,-22.3342413781","-69.4996800728,-22.3342318413",180.1886651770163,0.0038106020590105514
757,"-69.499690370775,-22.334260420375","-69.4997004989,-22.3342413152","-69.4997005328,-22.3342508521","-69.4996802427,-22.3342795255","-69.4996802087,-22.3342699887",180.18866417318793,0.0038106063988869346
758,"-69.499690506675,-22.33429856775","-69.4997006348,-22.3342794626","-69.4997006687,-22.3342889995","-69.4996803786,-22.3343176729","-69.4996803446,-22.334308136",180.18866316628947,0.0038106014341707743
759,"-69.4996906426,-22.33433671515","-69.4997007707,-22.33431761","-69.4997008047,-22.3343271469","-69.4996805145,-22.3343558203","-69.4996804805,-22.3343462834",180.18894092238304,0.00381060393762623
760,"-69.4996907785,-22.334374862500002","-69.4997009066,-22.3343557574","-69.4997009406,-22.3343652942","-69.4996806504,-22.3343939676","-69.4996806164,-22.3343844308",180.18894281651208,0.003810603625004001
761,"-69.4996909144,-22.3344130099","-69.4997010425,-22.3343939048","-69.4997010765,-22.3344034416","-69.4996807863,-22.334432115","-69.4996807523,-22.3344225782",180.18894283552947,0.0038106033129464197
762,"-69.49969105030002,-22.3344511573","-69.4997011784,-22.3344320522","-69.4997012124,-22.334441589","-69.4996809222,-22.3344702624","-69.4996808882,-22.3344607256",180.1889427484988,0.0038106029997573812
763,"-69.49969118620001,-22.334489304650003","-69.4997013143,-22.3344701995","-69.4997013483,-22.3344797364","-69.4996810581,-22.3345084098","-69.4996810241,-22.3344988729",180.18894068037415,0.0038106026872990776
764,"-69.4996913221,-22.33452745205","-69.4997014502,-22.3345083469","-69.4997014842,-22.3345178838","-69.499681194,-22.3345465572","-69.49968116,-22.3345370203",180.18894069939103,0.003810602374909622
765,"-69.499691458,-22.334565599424998","-69.4997015861,-22.3345464943","-69.4997016201,-22.3345560311","-69.4996813299,-22.3345847046","-69.4996812959,-22.3345751677",180.18894163816236,0.003810606713818527
766,"-69.49960773525001,-22.3337456798","-69.4996178633,-22.3337265747","-69.4996178973,-22.3337361115","-69.4995976072,-22.3337647849","-69.4995975732,-22.3337552481",180.18894366883998,0.003810603148513071
767,"-69.49960787115,-22.333783827199998","-69.4996179992,-22.3337647221","-69.4996180332,-22.3337742589","-69.4995977431,-22.3338029323","-69.4995977091,-22.3337933955",180.18894368792206,0.0038106028355694398
768,"-69.499608007,-22.33382197455","-69.4996181351,-22.3338028694","-69.499618169,-22.3338124063","-69.4995978789,-22.3338410797","-69.499597845,-22.3338315428",180.18838596698714,0.0038106025229563043
769,"-69.49960814285001,-22.33386012195","-69.4996182709,-22.3338410168","-69.4996183049,-22.3338505537","-69.4995980148,-22.3338792271","-69.4995979808,-22.3338696902",180.18894160342694,0.0038106022103423128
770,"-69.49960827875,-22.33389826935","-69.4996184068,-22.3338791642","-69.4996184408,-22.3338887011","-69.4995981507,-22.3339173745","-69.4995981167,-22.3339078376",180.18894158709645,0.0038106018982933805
771,"-69.49960841465,-22.333936416700002","-69.4996185427,-22.3339173116","-69.4996185767,-22.3339268484","-69.4995982866,-22.3339555218","-69.4995982526,-22.333945985",180.18894344585232,0.0038106015855136387
772,"-69.499608550525,-22.3339745641","-69.4996186786,-22.333955459","-69.4996187126,-22.3339649958","-69.4995984224,-22.3339936692","-69.4995983885,-22.3339841324",180.18866558289665,0.0038106040893176128
773,"-69.499608686375,-22.334012711499998","-69.4996188145,-22.3339936064","-69.4996188484,-22.3340031432","-69.4995985583,-22.3340318166","-69.4995985243,-22.3340222798",180.18866549585428,0.0038106037767705572
774,"-69.49960882225,-22.3340508589","-69.4996189503,-22.3340317538","-69.4996189843,-22.3340412906","-69.4995986942,-22.334069964","-69.4995986602,-22.3340604272",180.18894336150998,0.0038106006478315683
775,"-69.499608958125,-22.33408900625","-69.4996190862,-22.3340699011","-69.4996191202,-22.334079438","-69.49959883,-22.3341081114","-69.4995987961,-22.3340985745",180.18866337913516,0.0038106031511348833
776,"-69.499609094,-22.334127153649998","-69.4996192221,-22.3341080485","-69.4996192561,-22.3341175854","-69.4995989659,-22.3341462588","-69.4995989319,-22.3341367219",180.18894127695404,0.0038106056550005554
777,"-69.499609229875,-22.334165301025","-69.499619358,-22.3341461959","-69.4996193919,-22.3341557327","-69.4995991018,-22.3341844062","-69.4995990678,-22.3341748693",180.18866429891781,0.0038106071776695277
778,"-69.499609365775,-22.3342034484","-69.4996194939,-22.3341843433","-69.4996195278,-22.3341938801","-69.4995992377,-22.3342225535","-69.4995992037,-22.3342130167",180.18866520254468,0.0038106022134442603
779,"-69.499609501625,-22.3342415958","-69.4996196297,-22.3342224907","-69.4996196637,-22.3342320275","-69.4995993735,-22.3342607009","-69.4995993396,-22.3342511641",180.18866525710797,0.0038106019010591356
780,"-69.49960963750001,-22.334279743200003","-69.4996197656,-22.3342606381","-69.4996197996,-22.3342701749","-69.4995995094,-22.3342988483","-69.4995994754,-22.3342893115",180.18894294544026,0.00381060440468281
781,"-69.49960977340001,-22.33431789055","-69.4996199015,-22.3342987854","-69.4996199355,-22.3343083223","-69.4995996453,-22.3343369957","-69.4995996113,-22.3343274588",180.18894094782286,0.003810604091895981
782,"-69.499609909275,-22.33435603795","-69.4996200374,-22.3343369328","-69.4996200713,-22.3343464697","-69.4995997812,-22.3343751431","-69.4995997472,-22.3343656062",180.18866308854558,0.003810600963197885
783,"-69.49961004515,-22.334394185300003","-69.4996201733,-22.3343750802","-69.4996202072,-22.334384617","-69.499599917,-22.3344132904","-69.4995998831,-22.3344037536",180.1883870987622,0.0038106034666511054
784,"-69.49961018100001,-22.3344323327","-69.4996203091,-22.3344132276","-69.4996203431,-22.3344227644","-69.4996000529,-22.3344514378","-69.4996000189,-22.334441901",180.188942880113,0.003810603154193059
785,"-69.4996103169,-22.3344704801","-69.499620445,-22.334451375","-69.499620479,-22.3344609118","-69.4996001888,-22.3344895852","-69.4996001548,-22.3344800484",180.1889426870028,0.003810602841404033
786,"-69.4996104528,-22.334508627450003","-69.4996205809,-22.3344895223","-69.4996206149,-22.3344990592","-69.4996003247,-22.3345277326","-69.4996002907,-22.3345181957",180.18894068941913,0.003810602528945503
787,"-69.499610588675,-22.33454677485","-69.4996207168,-22.3345276697","-69.4996207508,-22.3345372066","-69.4996004605,-22.33456588","-69.4996004266,-22.3345563431",180.18866286602184,0.0038106050326346683
788,"-69.4995687955,-22.3341558887","-69.4996208527,-22.3345658171","-69.4996208866,-22.334575354","-69.4995167383,-22.3337459603","-69.4995167044,-22.3337364234",180.18838548078492,0.09284439635943573
789,"-69.49952700225,-22.33376500255","-69.4995371303,-22.3337458974","-69.4995371643,-22.3337554343","-69.4995168742,-22.3337841077","-69.4995168402,-22.3337745708",180.18894166155843,0.003810602990000378
790,"-69.499527138125,-22.33380314995","-69.4995372662,-22.3337840448","-69.4995373002,-22.3337935817","-69.49951701,-22.3338222551","-69.4995169761,-22.3338127182",180.18866383661884,0.0038106054937166846
791,"-69.499527273975,-22.33384129735","-69.4995374021,-22.3338221922","-69.499537436,-22.3338317291","-69.4995171459,-22.3338604025","-69.4995171119,-22.3338508656",180.18866371413407,0.003810605181101931
792,"-69.49952740982499,-22.333879444700003","-69.4995375379,-22.3338603396","-69.4995375719,-22.3338698764","-69.4995172817,-22.3338985498","-69.4995172478,-22.333889013",180.18866571166475,0.003810604868886727
793,"-69.499527545675,-22.333917592099997","-69.4995376738,-22.333898487","-69.4995377077,-22.3339080238","-69.4995174176,-22.3339366972","-69.4995173836,-22.3339271604",180.18866562459107,0.003810604556271079
794,"-69.499527681525,-22.333955739500002","-69.4995378096,-22.3339366344","-69.4995378436,-22.3339461712","-69.4995175534,-22.3339748446","-69.4995175195,-22.3339653078",180.18866557298088,0.00381060424325409
795,"-69.499527817375,-22.333993886875","-69.4995379455,-22.3339747818","-69.4995379794,-22.3339843186","-69.4995176893,-22.334012992","-69.4995176553,-22.3340034551",180.18866456608674,0.0038105992790451572
796,"-69.499527953225,-22.33403203425","-69.4995380813,-22.3340129291","-69.4995381153,-22.334022466","-69.4995178251,-22.3340511394","-69.4995177912,-22.3340416025",180.1886634915531,0.0038106036181855835
797,"-69.4995280891,-22.334070181650002","-69.4995382172,-22.3340510765","-69.4995382512,-22.3340606134","-69.499517961,-22.3340892868","-69.499517927,-22.3340797499",180.18894128347017,0.003810606122053879
798,"-69.499528224925,-22.334108329025","-69.499538353,-22.3340892239","-69.499538387,-22.3340987608","-69.4995180968,-22.3341274341","-69.4995180629,-22.3341178973",180.18866444671193,0.0038105983414256864
799,"-69.4995283608,-22.334146476399997","-69.4995384889,-22.3341273713","-69.4995385229,-22.3341369081","-69.4995182327,-22.3341655815","-69.4995181987,-22.3341560447",180.18894316124073,0.003810605496649539
800,"-69.499528496675,-22.3341846238","-69.4995386248,-22.3341655187","-69.4995386587,-22.3341750555","-69.4995183686,-22.3342037289","-69.4995183346,-22.3341941921",180.18866529874043,0.003810602367947566
801,"-69.4995286325,-22.334222771175","-69.4995387606,-22.3342036661","-69.4995387946,-22.3342132029","-69.4995185044,-22.3342418763","-69.4995184704,-22.3342323394",180.18894206729885,0.0038106002196483207
802,"-69.499528768375,-22.33426091855","-69.4995388965,-22.3342418134","-69.4995389304,-22.3342513503","-69.4995186403,-22.3342800237","-69.4995186063,-22.3342704868",180.18866321725162,0.003810601742873697
803,"-69.4995289042,-22.33429906595","-69.4995390323,-22.3342799608","-69.4995390663,-22.3342894977","-69.4995187761,-22.3343181711","-69.4995187421,-22.3343086342",180.18894100876918,0.0038106042467311273
804,"-69.4995290401,-22.334337213325","-69.4995391682,-22.3343181082","-69.4995392022,-22.3343276451","-69.499518912,-22.3343563184","-69.499518878,-22.3343467816",180.18894191231948,0.003810599281782234
805,"-69.49952917595,-22.334375360699998","-69.4995393041,-22.3343562556","-69.499539338,-22.3343657924","-69.4995190478,-22.3343944658","-69.4995190139,-22.334384929",180.18838719488903,0.003810603620921188
806,"-69.4995293118,-22.334413508100003","-69.4995394399,-22.334394403","-69.4995394739,-22.3344039398","-69.4995191837,-22.3344326132","-69.4995191497,-22.3344230764",180.1889427994737,0.0038106033082980955
