name,point,polyP1,polyP2,polyP3,polyP4,yaw,ancho
385,"-70.2962406701,-25.1286954486","-70.296256266,-25.1285333096","-70.2962596857,-25.1288572849","-70.2962250741,-25.1288575876","-70.2962216546,-25.1285336124",180.54756562250796,0.003484537627770211
386,"-70.2961499698,-25.1283446096","-70.2961655658,-25.1281824706","-70.2961689852,-25.1285064459","-70.2961343737,-25.1285067486","-70.2961309545,-25.1281827733",180.54751866628766,0.0034845375141675412
387,"-70.2960726374,-25.128345286","-70.2960882335,-25.128183147","-70.2960916526,-25.1285071223","-70.2960570412,-25.128507425","-70.2960536222,-25.1281834497",180.54747901480255,0.003484532461459176
388,"-70.2959942874,-25.12834597120001","-70.2960098837,-25.1281838322","-70.2960133026,-25.1285078075","-70.2959786912,-25.1285081102","-70.2959752724,-25.1281841349",180.5474472926415,0.0034845324419154923
389,"-70.29591492,-25.1283466653","-70.2959305163,-25.1281845263","-70.295933935,-25.1285085017","-70.2958993236,-25.1285088044","-70.295895905,-25.128184829",180.54741539604288,0.0034845324228318115
390,"-70.2958302994,-25.1283926543","-70.2958472755,-25.1282800431","-70.2958479348,-25.1285049629","-70.2958133234,-25.1285052656","-70.2958126641,-25.1282803458",180.15969698395534,0.003484536143825822
391,"-70.299502165,-25.1285609187","-70.2995188616,-25.128503213","-70.2995200797,-25.128618321","-70.2994854683,-25.1286186245","-70.2994842503,-25.1285035165",180.54930993041478,0.0034845271721656015
392,"-70.2994239025,-25.1286660482","-70.2994394942,-25.128503909","-70.2994429222,-25.1288278839","-70.2994083107,-25.1288281874","-70.2994048828,-25.1285042125",180.54890349838317,0.0034845342396517018
393,"-70.2993445349,-25.1286667442","-70.2993601267,-25.128504605","-70.2993635545,-25.1288285798","-70.299328943,-25.1288288833","-70.2993255153,-25.1285049085",180.54887194102605,0.003484534219799198
394,"-70.2992651673,-25.1286674401","-70.2992807592,-25.1285053009","-70.2992841868,-25.1288292758","-70.2992495754,-25.1288295792","-70.2992461479,-25.1285056044",180.54883929624523,0.0034845240793030434
395,"-70.299185921,-25.1286681349","-70.299201513,-25.1285059957","-70.2992049404,-25.1288299706","-70.299170329,-25.128830274","-70.2991669017,-25.1285062991",180.54880664080054,0.0034845240056477125
396,"-70.2991081482,-25.1286688057","-70.2991237403,-25.1285066665","-70.2991271675,-25.1288306414","-70.299092556,-25.1288309449","-70.2990891289,-25.12850697",180.54877659476142,0.003484534161712856
397,"-70.2990267455,-25.1286695193","-70.2990423378,-25.1285073802","-70.2990457647,-25.1288313551","-70.2990111533,-25.1288316585","-70.2990077264,-25.1285076836",180.54873524773484,0.0034845289995703572
398,"-70.2988635648,-25.1286721726","-70.2988791572,-25.1285100334","-70.2988825838,-25.1288340084","-70.2988479723,-25.1288343117","-70.2988445459,-25.1285103368",180.54867085872306,0.003484528870775918
399,"-70.298947378,-25.1286702151","-70.2989629703,-25.1285080759","-70.2989663971,-25.1288320508","-70.2989317856,-25.1288323542","-70.2989283589,-25.1285083793",180.5487114478279,0.0034845340131261916
400,"-70.2987841972,-25.1286728682","-70.2987997898,-25.1285107291","-70.2988032161,-25.128834704","-70.2987686046,-25.1288350074","-70.2987651784,-25.1285110324",180.548631195698,0.003484533883629213
401,"-70.2987044545,-25.128672582","-70.2987200472,-25.12851044290001","-70.2987234733,-25.1288344179","-70.2986888618,-25.1288347212","-70.2986854358,-25.1285107462",180.5485985426817,0.0034845338386847507
402,"-70.2986309904,-25.1286743961","-70.2986465832,-25.128512257","-70.2986500091,-25.1288362319","-70.2986153976,-25.1288365353","-70.2986119718,-25.1285125603",180.54856774375543,0.0034845338400488887
403,"-70.2985526403,-25.1286750827","-70.2985682332,-25.1285129436","-70.2985716589,-25.1288369186","-70.2985370474,-25.1288372219","-70.2985336218,-25.1285132469",180.54853508549627,0.0034845337666438627
404,"-70.2984722552,-25.1286757871","-70.2984878482,-25.128513648","-70.2984912737,-25.128837623","-70.2984566622,-25.1288379263","-70.2984532368,-25.1285139513",180.54850335936231,0.0034845337465560676
405,"-70.2983898581,-25.1286752336","-70.2984054512,-25.1285130945","-70.2984088764,-25.1288370695","-70.298374265,-25.1288373727","-70.2983708398,-25.1285133977",180.54846202185655,0.0034845286213402724
406,"-70.2983076006,-25.1286759543","-70.2983231938,-25.1285138152","-70.2983266189,-25.1288377902","-70.2982920074,-25.1288380935","-70.2982885824,-25.1285141184",180.54843898128232,0.003484533688698418
407,"-70.2982292505,-25.1286766408","-70.2982448438,-25.1285145016","-70.2982482687,-25.1288384767","-70.2982136572,-25.1288387799","-70.2982102324,-25.1285148049",180.54840725415528,0.003484533669118801
408,"-70.2981498829,-25.1286773361","-70.2981654763,-25.128515197","-70.298168901,-25.128839172","-70.2981342895,-25.1288394752","-70.2981308649,-25.1285155002",180.54837476455833,0.003484533594769983
409,"-70.2980697377,-25.1286778386","-70.2980851406,-25.1285171321","-70.2980889462,-25.1288382419","-70.2980543347,-25.1288385451","-70.2980505292,-25.1285174353",180.614166808733,0.0034845335804374656
410,"-70.2979907362,-25.1286775523","-70.2980063299,-25.1285154132","-70.2980097541,-25.1288393882","-70.2979751426,-25.1288396914","-70.2979717185,-25.1285157163",180.54829452425773,0.003484533535536268
411,"-70.2979113686,-25.12867824750001","-70.2979269623,-25.1285161084","-70.2979303864,-25.1288400834","-70.2978957749,-25.1288403866","-70.2978923509,-25.1285164115",180.5482786612201,0.0034845335149917807
412,"-70.297832001,-25.1286789426","-70.2978475948,-25.1285168035","-70.2978510186,-25.1288407786","-70.2978164071,-25.1288410817","-70.2978129834,-25.1285171066",180.54823014190936,0.003484533442095062
413,"-70.2977526334,-25.1286796377","-70.2977682273,-25.1285174986","-70.2977716509,-25.1288414737","-70.2977370394,-25.1288417768","-70.2977336159,-25.1285178017",180.5481984167222,0.003484533421553426
414,"-70.297670749,-25.1286803964","-70.2976856066,-25.1285202052","-70.2976905029,-25.1288402846","-70.2976558914,-25.1288405877","-70.2976509952,-25.1285205083",180.79117907742284,0.0034845333999119895
415,"-70.2972720214,-25.1286853119","-70.2972875611,-25.1285247737","-70.2972910932,-25.128845547","-70.2972564817,-25.12884585","-70.2972529497,-25.1285250767",180.57099528179094,0.003484533152892595
416,"-70.2971940611,-25.1286861473","-70.2972096558,-25.1285240082","-70.2972130779,-25.1288479834","-70.2971784664,-25.1288482864","-70.2971750444,-25.1285243112",180.5479586003442,0.003484533128347405
417,"-70.2971126584,-25.1286868599","-70.2971282532,-25.1285247208","-70.2971316751,-25.128848696","-70.2970970636,-25.1288489989","-70.2970936417,-25.1285250238",180.5479340358711,0.0034845380876876164
418,"-70.2970332907,-25.1286875546","-70.2970488856,-25.1285254155","-70.2970523073,-25.1288493907","-70.2970176958,-25.1288496936","-70.2970142742,-25.1285257185",180.54789438548585,0.0034845330358887505
419,"-70.2969537501,-25.1286882125","-70.2969693451,-25.1285260735","-70.2969727666,-25.1288500487","-70.2969381551,-25.1288503516","-70.2969347337,-25.1285263764",180.54786172949085,0.003484532962658472
420,"-70.29687719,-25.1286888826","-70.2968927851,-25.1285267435","-70.2968962064,-25.1288507187","-70.2968615949,-25.1288510217","-70.2968581737,-25.1285270465",180.5478316959998,0.003484533051043611
421,"-70.2967914853,-25.1286898067","-70.2968070805,-25.1285276677","-70.2968105016,-25.1288516429","-70.2967758901,-25.1288519458","-70.2967724691,-25.1285279706",180.54779827425335,0.0034845329171889474
422,"-70.2967141527,-25.1286904835","-70.296729748,-25.1285283444","-70.2967331689,-25.1288523196","-70.2966985574,-25.1288526225","-70.2966951366,-25.1285286473",180.54776655025242,0.0034845328978854967
423,"-70.2966358026,-25.1286911691","-70.296651398,-25.12852903","-70.2966548186,-25.1288530052","-70.2966202071,-25.1288533081","-70.2966167866,-25.1285293329",180.5477189631526,0.0034845328776148196
424,"-70.2965554174,-25.1286918724","-70.2965710129,-25.1285297334","-70.2965744333,-25.1288537086","-70.2965398218,-25.1288540115","-70.2965364014,-25.1285300362",180.54769422614436,0.0034845378372333584
425,"-70.2994133531,-25.1279658014","-70.2994289448,-25.1278036622","-70.2994323727,-25.1281276371","-70.2993977614,-25.1281279406","-70.2993943336,-25.1278039657",180.54889075428784,0.0034845340787984366
426,"-70.2993360211,-25.1279664795","-70.2993516128,-25.1278043403","-70.2993550405,-25.1281283152","-70.2993204292,-25.1281286187","-70.2993170017,-25.1278046438",180.54885110476454,0.003484529026733332
427,"-70.2991758213,-25.1279651326","-70.2991914133,-25.1278029934","-70.2991948406,-25.1281269683","-70.2991602293,-25.1281272718","-70.2991568021,-25.1278032969",180.54879558750247,0.0034845340978778457
428,"-70.2992576715,-25.1279671664","-70.2992732634,-25.1278050272","-70.2992766908,-25.1281290022","-70.2992420795,-25.1281293056","-70.2992386522,-25.1278053307",180.54881050940128,0.0034845339860288182
429,"-70.2990974717,-25.1279658195","-70.2991130638,-25.1278036803","-70.2991164909,-25.1281276552","-70.2990818796,-25.1281279587","-70.2990784526,-25.12780398370001",180.54876293099636,0.00348453402516576
430,"-70.2979051971,-25.1283281834","-70.2979207908,-25.1281660443","-70.2979242148,-25.1284900194","-70.2978896034,-25.1284903225","-70.2978861795,-25.1281663475",180.54826435459364,0.0034845334344013874
431,"-70.2978268473,-25.1283288696","-70.2978424411,-25.1281667305","-70.2978458648,-25.1284907056","-70.2978112534,-25.1284910087","-70.2978078298,-25.1281670337",180.54821676630138,0.0034845334133986384
432,"-70.2977474798,-25.1283295647","-70.2977630738,-25.1281674256","-70.2977664973,-25.1284914007","-70.2977318859,-25.1284917038","-70.2977284625,-25.1281677287",180.54818411098307,0.003484533339790279
433,"-70.2976670949,-25.1283302687","-70.2976826889,-25.1281681296","-70.2976861123,-25.1284921047","-70.2976515009,-25.1284924078","-70.2976480776,-25.1281684327",180.54816824581997,0.0034845333197103855
434,"-70.2990219016,-25.1279703204","-70.2990374938,-25.1278081812","-70.2990409206,-25.1281321562","-70.2990063094,-25.1281324596","-70.2990028826,-25.1278084846",180.548722331311,0.00348452880952173
435,"-70.298943552,-25.1279710072","-70.2989591443,-25.127808868","-70.2989625709,-25.128132843","-70.2989279596,-25.1281331464","-70.2989245331,-25.1278091714",180.54868266624493,0.003484533823360852
436,"-70.2988641848,-25.1279717029","-70.2988797773,-25.1278095637","-70.2988832037,-25.1281335387","-70.2988485924,-25.128133842","-70.2988451661,-25.1278098671",180.54865017751825,0.003484533749700239
437,"-70.2987838002,-25.1279724074","-70.2987993927,-25.1278102683","-70.2988028189,-25.1281342432","-70.2987682076,-25.1281345466","-70.2987647815,-25.1278105716",180.54861845108593,0.00348453372960306
438,"-70.2987016989,-25.1279716904","-70.2987172915,-25.1278095512","-70.2987207175,-25.1281335262","-70.2986861062,-25.1281338296","-70.2986826803,-25.1278098546",180.5485874933957,0.0034845338038745457
439,"-70.2986223317,-25.12797238590001","-70.2986379244,-25.1278102468","-70.2986413502,-25.1281342218","-70.298606739,-25.1281345251","-70.2986033133,-25.1278105501",180.5485540869904,0.0034845236095273715
440,"-70.2985429646,-25.1279730815","-70.2985585574,-25.1278109423","-70.298561983,-25.1281349173","-70.2985273717,-25.1281352206","-70.2985239462,-25.1278112456",180.54852234715344,0.003484533655846578
441,"-70.2984635974,-25.1279737769","-70.2984791904,-25.1278116378","-70.2984826157,-25.1281356128","-70.2984480044,-25.1281359161","-70.2984445792,-25.127811941",180.5484738275076,0.0034845335829208515
442,"-70.2983785398,-25.1279753374","-70.2983941329,-25.1278131983","-70.298397558,-25.1281371733","-70.2983629467,-25.1281374766","-70.2983595217,-25.1278135015",180.5484420973629,0.0034845335391273705
443,"-70.2981406552,-25.1279787803","-70.2981562486,-25.1278166411","-70.2981596731,-25.1281406162","-70.2981250618,-25.1281409194","-70.2981216374,-25.1278169443",180.54834598031363,0.0034845333864146674
444,"-70.2983014246,-25.1279773718","-70.2983170177,-25.1278152327","-70.2983204427,-25.1281392077","-70.2982858314,-25.128139511","-70.2982824065,-25.1278155359",180.5484262272456,0.0034845334811038856
445,"-70.2982200224,-25.127978085","-70.2982356156,-25.1278159459","-70.2982390403,-25.1281399209","-70.2982044291,-25.1281402241","-70.2982010044,-25.1278162491",180.54838581312382,0.0034845283735318554
446,"-70.2980643406,-25.12797944880001","-70.2980799341,-25.1278173097","-70.2980833584,-25.1281412847","-70.2980487471,-25.1281415879","-70.2980453229,-25.1278176128",180.5483134916551,0.0034845333142791675
447,"-70.2979809033,-25.1279801796","-70.2979964969,-25.1278180405","-70.297999921,-25.1281420156","-70.2979653097,-25.1281423188","-70.2979618857,-25.1278183437",180.54828252852474,0.0034845333457836193
448,"-70.2979015361,-25.1279808748","-70.2979171298,-25.1278187357","-70.2979205537,-25.1281427108","-70.2978859424,-25.1281430139","-70.2978825186,-25.1278190388",180.54824910770003,0.0034845332183904153
449,"-70.297824204,-25.1279815521","-70.2978397978,-25.127819413","-70.2978432215,-25.1281433881","-70.2978086102,-25.1281436912","-70.2978051866,-25.1278197161",180.54821738145765,0.00348453319978575
450,"-70.2977458544,-25.1279822383","-70.2977614483,-25.1278200992","-70.2977648717,-25.1281440743","-70.2977302604,-25.1281443774","-70.2977268371,-25.1278204023",180.54816979303172,0.0034845331795004984
451,"-70.2976654697,-25.1279829422","-70.2976810637,-25.1278208031","-70.2976844869,-25.1281447782","-70.2976498756,-25.1281450813","-70.2976464525,-25.1278211062",180.54813806666147,0.0034845331594237743
452,"-70.2995019239,-25.1284195544","-70.2995186717,-25.1283666754","-70.2995197875,-25.1284721298","-70.2994851762,-25.1284724333","-70.2994840603,-25.1283669789",180.54936212715762,0.0034845312042728386
453,"-70.299420054,-25.1283164423","-70.2994356457,-25.1281543031","-70.2994390736,-25.128478278","-70.2994044623,-25.1284785815","-70.2994010344,-25.1281546066",180.54889713139437,0.0034845291111458183
454,"-70.2993417042,-25.1283171293","-70.299357296,-25.1281549901","-70.2993607237,-25.128478965","-70.2993261124,-25.1284792685","-70.2993226847,-25.1281552936",180.5488654061527,0.0034845290922661267
455,"-70.299181504,-25.1283157825","-70.299197096,-25.1281536433","-70.2992005233,-25.1284776182","-70.2991659119,-25.1284779216","-70.2991624847,-25.1281539467",180.54879233236755,0.00348453405570382
456,"-70.2992623368,-25.1283178252","-70.2992779287,-25.128155686","-70.2992813563,-25.1284796609","-70.2992467449,-25.1284799644","-70.2992433175,-25.1281559895",180.5488336789465,0.003484529071690592
457,"-70.2991021366,-25.1283164783","-70.2991177288,-25.1281543391","-70.2991211559,-25.128478314","-70.2990865445,-25.1284786175","-70.2990831175,-25.1281546425",180.5487613685034,0.0034845340896971664
458,"-70.2990191684,-25.1283194873","-70.2990347607,-25.1281573481","-70.2990381876,-25.1284813231","-70.2990035762,-25.1284816265","-70.2990001494,-25.1281576515",180.54872870184136,0.0034845339507492013
459,"-70.2989398011,-25.128320183","-70.2989553934,-25.1281580439","-70.2989588201,-25.1284820188","-70.2989242087,-25.1284823222","-70.2989207821,-25.1281583473",180.54869714335297,0.003484533930904629
460,"-70.2988604337,-25.12832087869999","-70.2988760262,-25.1281587396","-70.2988794526,-25.1284827145","-70.2988448412,-25.1284830179","-70.2988414149,-25.1281590429",180.5486486227882,0.003484533857957056
461,"-70.2987820839,-25.1283215654","-70.2987976764,-25.1281594263","-70.2988011027,-25.1284834012","-70.2987664913,-25.1284837046","-70.2987630651,-25.1281597296",180.54863275770833,0.0034845338369400517
462,"-70.2987027165,-25.128322261","-70.2987183092,-25.1281601219","-70.2987217352,-25.1284840969","-70.2986871238,-25.1284844002","-70.2986836979,-25.1281604252",180.54858423920624,0.003484533763997738
463,"-70.2986243667,-25.1283229477","-70.2986399594,-25.1281608085","-70.2986433853,-25.1284847835","-70.2986087739,-25.1284850868","-70.2986053481,-25.1281611118",180.54856837414007,0.0034845337444141455
464,"-70.2985429642,-25.128323661","-70.2985585571,-25.1281615219","-70.2985619827,-25.1284854969","-70.2985273713,-25.1284858002","-70.2985239458,-25.1281618252",180.54852078765447,0.0034845337233470417
465,"-70.2984635969,-25.1283243565","-70.2984791898,-25.1281622174","-70.2984826152,-25.1284861924","-70.2984480039,-25.1284864956","-70.2984445785,-25.1281625206",180.5484953056773,0.00348452856321095
466,"-70.2983830076,-25.1283250626","-70.2983986007,-25.1281629235","-70.2984020259,-25.1284868985","-70.2983674145,-25.1284872018","-70.2983639894,-25.1281632268",180.54845733610105,0.003484533683371721
467,"-70.2983020341,-25.1283247071","-70.2983176273,-25.128162568","-70.2983210523,-25.128486543","-70.2982864409,-25.1284868463","-70.298283016,-25.1281628712",180.54842468139162,0.003484533639709528
468,"-70.2982247018,-25.1283253847","-70.298240295,-25.1281632455","-70.2982437198,-25.1284872206","-70.2982091084,-25.1284875238","-70.2982056837,-25.1281635487",180.54839202412307,0.003484533566584019
469,"-70.2980639688,-25.1283265889","-70.2980795623,-25.1281644498","-70.2980829866,-25.1284884248","-70.2980483753,-25.128488728","-70.298044951,-25.128164753",180.5483208158136,0.003484528499537254
470,"-70.2981463519,-25.128326071","-70.2981619453,-25.1281639319","-70.2981653699,-25.128487907","-70.2981307585,-25.1284882102","-70.298127334,-25.1281642351",180.5483602989039,0.0034845335477214044
471,"-70.2979856189,-25.1283272752","-70.2980012125,-25.1281651361","-70.2980046367,-25.1284891112","-70.2979700253,-25.1284894143","-70.2979666012,-25.1281654393",180.54829608376858,0.00348453345887312
472,"-70.3066580503,-25.1116926118","-70.3066736314,-25.111530472","-70.3066770758,-25.1118544467","-70.3066424692,-25.1118547517","-70.3066390249,-25.111530777",180.5516064547794,0.0034845265066672368
473,"-70.3058042165,-25.11240009919999","-70.3058197987,-25.1122379594","-70.305823241,-25.1125619341","-70.3057886342,-25.112562239","-70.305785192,-25.1122382642",180.5512675291115,0.003484526315626257
474,"-70.3065786939,-25.1116933112","-70.3065942751,-25.1115311714","-70.3065977193,-25.1118551461","-70.3065631127,-25.111855451","-70.3065596686,-25.1115314764",180.55157396131025,0.003484526431914617
475,"-70.305725877,-25.1124007892","-70.3057414593,-25.1122386494","-70.3057449014,-25.1125626241","-70.3057102946,-25.1125629289","-70.3057068526,-25.1122389542",180.5512350377968,0.0034845262418778736
476,"-70.3064993375,-25.1116940106","-70.3065149188,-25.1115318707","-70.3065183628,-25.1118558454","-70.3064837562,-25.1118561504","-70.3064803123,-25.1115321757",180.55154299261227,0.0034845264675183356
477,"-70.3056444853,-25.112401506","-70.3056600678,-25.1122393662","-70.3056635097,-25.112563341","-70.3056289029,-25.11256364580001","-70.3056254611,-25.112239671",180.55120313576668,0.0034845262214501533
478,"-70.3064199812,-25.1116947099","-70.3064355625,-25.11153257","-70.3064390063,-25.1118565447","-70.3064043998,-25.1118568497","-70.306400956,-25.111532875",180.5515192009222,0.003484521412060832
479,"-70.3055651285,-25.1124022049","-70.305580711,-25.1122400651","-70.3055841527,-25.1125640399","-70.3055495459,-25.1125643446","-70.3055461043,-25.1122403698",180.55116971186158,0.0034845260933899433
480,"-70.3063416422,-25.1116954001","-70.3063572236,-25.1115332603","-70.3063606672,-25.111857235","-70.3063260606,-25.11185754","-70.3063226171,-25.1115335653",180.5514795315082,0.0034845264271980403
481,"-70.3054888238,-25.1124028768","-70.3055044064,-25.112240737","-70.3055078479,-25.1125647118","-70.3054732411,-25.1125650166","-70.3054697997,-25.1122410418",180.55113967507276,0.0034845261823759515
482,"-70.3062622858,-25.1116960994","-70.3062778673,-25.1115339595","-70.3062813107,-25.1118579343","-70.3062467042,-25.1118582392","-70.3062432608,-25.1115342645",180.55145480916102,0.0034845213183535557
483,"-70.3061839468,-25.1116967896","-70.3061995284,-25.1115346498","-70.3062029716,-25.11185862450001","-70.306168365,-25.1118589294","-70.3061649219,-25.1115349547",180.55141437571783,0.0034845262786712943
484,"-70.3060935697,-25.1116948671","-70.3061091515,-25.1115327273","-70.3061125945,-25.1118567021","-70.3060779879,-25.1118570069","-70.306074545,-25.1115330322",180.5513817252271,0.0034845262793827742
485,"-70.3060142133,-25.1116955662","-70.3060297952,-25.1115334264","-70.306033238,-25.1118574012","-70.3059986314,-25.111857706","-70.3059951887,-25.1115337313",180.55134999456004,0.003484526260169293
486,"-70.3059379091,-25.1116962384","-70.3059534911,-25.1115340986","-70.3059569336,-25.1118580733","-70.305922327,-25.1118583782","-70.3059188846,-25.1115344034",180.55130239991485,0.0034845262403008313
487,"-70.3058544831,-25.1116969732","-70.3058700652,-25.1115348334","-70.3058735076,-25.1118588082","-70.305838901,-25.111859113","-70.3058354587,-25.1115351382",180.5512856028093,0.0034845261652709644
488,"-70.3057751267,-25.1116976722","-70.3057907089,-25.1115355324","-70.305794151,-25.1118595072","-70.3057595444,-25.111859812","-70.3057561024,-25.1115358372",180.5512380080105,0.0034845261460641746
489,"-70.3056978051,-25.1116983532","-70.3057133874,-25.1115362134","-70.3057168293,-25.1118601882","-70.3056822227,-25.111860493","-70.3056787809,-25.1115365182",180.55120627646323,0.003484526126653103
490,"-70.3056135005,-25.1116996394","-70.3056290829,-25.1115374996","-70.3056325246,-25.1118614744","-70.305597918,-25.1118617791","-70.3055944764,-25.1115378043",180.5511728496901,0.003484525981145301
491,"-70.3055435838,-25.1117009429","-70.3055591664,-25.1115388031","-70.3055626079,-25.1118627779","-70.3055280013,-25.1118630827","-70.3055245599,-25.1115391079",180.5511428110297,0.0034845260528460964
492,"-70.3054601579,-25.1117016775","-70.3054757405,-25.1115395378","-70.3054791818,-25.1118635126","-70.3054445752,-25.11186381730001","-70.305441134,-25.1115398425",180.55110938486837,0.0034845259230623293
493,"-70.3053828362,-25.1117023584","-70.305398419,-25.1115402186","-70.30540186,-25.1118641934","-70.3053672534,-25.1118644981","-70.3053638124,-25.1115405233",180.55106971531535,0.003484530938479943
494,"-70.3053044972,-25.1117030481","-70.30532008,-25.1115409083","-70.3053235209,-25.1118648832","-70.3052889143,-25.1118651879","-70.3052854735,-25.111541213",180.55104575416343,0.0034845258847099516
495,"-70.3052251407,-25.1117037468","-70.3052407237,-25.111541607","-70.3052441644,-25.1118655819","-70.3052095578,-25.1118658865","-70.3052061172,-25.1115419117",180.55101326166937,0.003484525810032411
496,"-70.3051447669,-25.1117044543","-70.30516035,-25.1115423146","-70.3051637904,-25.1118662894","-70.3051291838,-25.1118665941","-70.3051257435,-25.1115426192",180.55096566871575,0.0034845257898646212
497,"-70.3064183316,-25.1120431687","-70.306433913,-25.1118810289","-70.3064373569,-25.1122050036","-70.3064027502,-25.11220530849999","-70.3063993064,-25.1118813338",180.5515238731971,0.0034845264760790693
498,"-70.306338975,-25.112043868","-70.3063545565,-25.1118817282","-70.3063580002,-25.1122057029","-70.3063233935,-25.1122060078","-70.3063199499,-25.1118820331",180.55149214473255,0.003484526455438428
499,"-70.3062596184,-25.1120445672","-70.3062752,-25.1118824274","-70.3062786434,-25.1122064021","-70.3062440368,-25.112206707","-70.3062405934,-25.1118827323",180.55145248893047,0.0034845214014265387
500,"-70.3061802618,-25.1120452664","-70.3061958435,-25.1118831266","-70.3061992867,-25.1122071013","-70.30616468,-25.1122074062","-70.3061612369,-25.1118834315",180.5514128175272,0.0034845264155820652
501,"-70.3061019225,-25.1120459566","-70.3061175044,-25.1118838168","-70.3061209474,-25.1122077915","-70.3060863407,-25.1122080964","-70.3060828978,-25.1118841216",180.55138015747306,0.003484526341824444
502,"-70.3060225659,-25.1120466557","-70.3060381478,-25.1118845159","-70.3060415907,-25.1122084906","-70.306006984,-25.1122087955","-70.3060035412,-25.1118848207",180.55136429121336,0.003484526321181814
503,"-70.3059442267,-25.1120473458","-70.3059598087,-25.111885206","-70.3059632513,-25.1122091807","-70.3059286446,-25.1122094855","-70.3059252021,-25.1118855108",180.5513159325654,0.0034845262474308965
504,"-70.3058628353,-25.1120480627","-70.3058784174,-25.1118859229","-70.3058818598,-25.1122098977","-70.3058472531,-25.1122102025","-70.3058438108,-25.1118862277",180.5512840333691,0.0034845262269948903
505,"-70.3057834786,-25.1120487617","-70.3057990609,-25.1118866219","-70.3058025031,-25.1122105966","-70.3057678964,-25.1122109014","-70.3057644543,-25.1118869267",180.55125247044583,0.0034845262070757515
506,"-70.3057071742,-25.1120494337","-70.3057227565,-25.1118872939","-70.3057261985,-25.1122112687","-70.3056915918,-25.1122115735","-70.3056881499,-25.1118875987",180.55122057053563,0.003484526187921378
507,"-70.305623748,-25.1120501684","-70.3056393304,-25.1118880286","-70.3056427722,-25.1122120034","-70.3056081655,-25.1122123082","-70.3056047238,-25.1118883334",180.55118884187908,0.003484526166981392
508,"-70.3055548485,-25.112051463","-70.305570431,-25.1118893233","-70.3055738726,-25.1122132981","-70.3055392659,-25.1122136028","-70.3055358244,-25.111889628",180.55115541215895,0.003484526022661495
509,"-70.3054640781,-25.1120510389","-70.3054796608,-25.1118888992","-70.3054831021,-25.112212874","-70.3054484954,-25.1122131787","-70.3054450542,-25.1118892039",180.55110782341308,0.003484526034031648
510,"-70.3053857389,-25.1120517287","-70.3054013216,-25.111889589","-70.3054047628,-25.1122135638","-70.3053701561,-25.1122138685","-70.305366715,-25.1118898937",180.55109195713652,0.0034845260143713734
511,"-70.3053053648,-25.1120524364","-70.3053209477,-25.1118902967","-70.3053243886,-25.1122142715","-70.3052897819,-25.1122145762","-70.3052863411,-25.1118906013",180.55104343296568,0.0034845259401523688
512,"-70.3052219386,-25.1120531709","-70.3052375216,-25.1118910312","-70.3052409623,-25.112215006","-70.3052063556,-25.1122153107","-70.3052029149,-25.1118913358",180.55101962757374,0.0034845309540306184
513,"-70.3051446167,-25.1120538516","-70.3051601998,-25.1118917119","-70.3051636403,-25.1122156867","-70.3051290336,-25.1122159914","-70.3051255932,-25.1118920165",180.55097996987323,0.0034845258998171657
514,"-70.3050662774,-25.1120545413","-70.3050818606,-25.1118924015","-70.3050853009,-25.1122163764","-70.3050506942,-25.112216681","-70.305047254,-25.1118927061",180.5509473109646,0.003484525826112622
515,"-70.3049869208,-25.1120552398","-70.3050025041,-25.1118931001","-70.3050059442,-25.1122170749","-70.3049713375,-25.1122173795","-70.3049678975,-25.11189340470001",180.55091574700597,0.0034845258062067962
516,"-70.3049065467,-25.1120559473","-70.3049221301,-25.1118938075","-70.30492557,-25.1122177824","-70.3048909633,-25.112218087","-70.3048875235,-25.1118941121",180.55088384690902,0.003484525786039627
517,"-70.3062035806,-25.1123979404","-70.3062191623,-25.1122358006","-70.3062226057,-25.1125597753","-70.3061879989,-25.11256008020001","-70.3061845556,-25.1122361055",180.5514429721131,0.003484526431247796
518,"-70.3061242238,-25.1123986396","-70.3061398056,-25.1122364998","-70.3061432487,-25.1125604745","-70.3061086419,-25.1125607794","-70.3061051989,-25.1122368047",180.55139537541965,0.0034845264113135283
519,"-70.3060448669,-25.1123993387","-70.3060604488,-25.1122371989","-70.3060638918,-25.1125611736","-70.306029285,-25.1125614785","-70.3060258421,-25.1122375038",180.5513795082157,0.003484526391389798
520,"-70.30596551,-25.1124000378","-70.3059810921,-25.112237898","-70.3059845348,-25.1125618727","-70.305949928,-25.1125621775","-70.3059464854,-25.1122382028",180.55133022209156,0.003484526263294175
521,"-70.3058835733,-25.1123994002","-70.3058991555,-25.1122372604","-70.305902598,-25.1125612351","-70.3058679912,-25.11256154","-70.3058645487,-25.1122375652",180.55130718390052,0.0034845313696335763
522,"-70.3077072344,-25.1123842122","-70.3077228141,-25.1122220723","-70.3077262614,-25.1125460468","-70.3076916546,-25.1125463521","-70.3076882074,-25.1122223776",180.5520688308506,0.0034845272555634374
523,"-70.3085830676,-25.1116792256","-70.3085986461,-25.1115170857","-70.3086020956,-25.1118410601","-70.308567489,-25.1118413655","-70.3085640396,-25.1115173911",180.55242285070267,0.0034845273206529003
524,"-70.307628895,-25.1123849032","-70.3076444748,-25.1122227633","-70.3076479219,-25.1125467378","-70.3076133151,-25.1125470431","-70.3076098681,-25.1122230686",180.55203710034465,0.0034845272358686643
