CDS_Z01_V01_DJI_20231216124313_0001_T_20231216124313,27983.0
CDS_Z01_V01_DJI_20231216124315_0002_T_20231216124315,28616.0
CDS_Z01_V01_DJI_20231216124315_0002_T_20231216124315,17167.0
CDS_Z01_V01_DJI_20231216124316_0003_T_20231216124316,28586.0
CDS_Z01_V01_DJI_20231216124316_0003_T_20231216124316,28654.0
CDS_Z01_V01_DJI_20231216124317_0004_T_20231216124317,28063.0
CDS_Z01_V01_DJI_20231216124317_0004_T_20231216124317,29241.0
CDS_Z01_V01_DJI_20231216124317_0004_T_20231216124317,15202.0
CDS_Z01_V01_DJI_20231216124318_0005_T_20231216124318,21666.0
CDS_Z01_V01_DJI_20231216124318_0005_T_20231216124318,28971.0
CDS_Z01_V01_DJI_20231216124318_0005_T_20231216124318,27862.0
CDS_Z01_V01_DJI_20231216124319_0006_T_20231216124319,28174.0
CDS_Z01_V01_DJI_20231216124319_0006_T_20231216124319,32049.0
CDS_Z01_V01_DJI_20231216124319_0006_T_20231216124319,15230.0
CDS_Z01_V01_DJI_20231216124319_0006_T_20231216124319,4813.5
CDS_Z01_V01_DJI_20231216124320_0007_T_20231216124320,29394.0
CDS_Z01_V01_DJI_20231216124320_0007_T_20231216124320,27168.5
CDS_Z01_V01_DJI_20231216124320_0007_T_20231216124320,22569.0
CDS_Z01_V01_DJI_20231216124321_0008_T_20231216124321,30030.0
CDS_Z01_V01_DJI_20231216124321_0008_T_20231216124321,28425.5
CDS_Z01_V01_DJI_20231216124321_0008_T_20231216124321,12017.0
CDS_Z01_V01_DJI_20231216124321_0008_T_20231216124321,6240.0
CDS_Z01_V01_DJI_20231216124322_0009_T_20231216124322,29815.0
CDS_Z01_V01_DJI_20231216124322_0009_T_20231216124322,24291.5
CDS_Z01_V01_DJI_20231216124322_0009_T_20231216124322,25296.0
CDS_Z01_V01_DJI_20231216124323_0010_T_20231216124323,28657.5
CDS_Z01_V01_DJI_20231216124323_0010_T_20231216124323,34602.5
CDS_Z01_V01_DJI_20231216124323_0010_T_20231216124323,8317.0
